Source Domain,Page URL,Error Code,Asset Type
http://keninternationalschool.in,http://wp.eschoolapp.in/theme/wp-content/uploads/sites/360/2024/04/DocScanner-8-Apr-2024-10-55%E2%80%AFam.pdf,0,unknown
http://kidsgurukul.com,https://kidsgurukul.com/xmlrpc.php,405,unknown
http://ksfoods.org,http://ksfoods.org/,0,unknown
http://laxmicotspin.com,https://www.nseindia.com/get-quotes/equity?symbol=LAXMICOT,0,unknown
http://ltedcollege.org,https://ltedcollege.org/xmlrpc.php,405,unknown
http://ltedcollege.org,https://ltedcollege.org/wp-content/themes/edu-light/assets//vendor/font-awesome/css/font-awesome.css?ver=6.6.2,404,unknown
http://ltedcollege.org,https://www.ugc.gov.in/,0,unknown
http://masterthemarket.in,https://masterthemarket.in/xmlrpc.php,405,unknown
http://masterthemarket.in,https://masterthemarket.in/value/https://masterthemarket.in/module/,404,unknown
http://matematikaclasses.com,https://tactolympiads.com/,0,unknown
http://mrsoftwares.in,https://alpineujjain.com/,0,unknown
http://mrsoftwares.in,https://uipsujjain.com/,0,unknown
http://muskanschool.in,https://muskanschool.in/xmlrpc.php,405,unknown
http://natkhatkids.in,https://natkhatkids.in/xmlrpc.php,405,unknown
http://natkhatkids.in,https://eschoolaap.in/,0,unknown
http://neuronlabsschool.org,http://neuronlabsschool.org/,0,unknown
http://nitiraj.net,https://wp-content/uploads/2023/06/Company-Fact-Sheet-2.pdf,0,unknown
http://nitiraj.net,https://www.nseindia.com/get-quotes/equity?symbol=NITIRAJ,0,unknown
http://npsindore.edu.in,http://cbse.nic.in/newsite/examination.html,403,unknown
http://npsindore.edu.in,https://npsindore.edu.in/xmlrpc.php,405,unknown
https://pragyaschoolgulabpura.com,https://pragyaschoolgulabpura.com/wp-content/uploads/2023/09/ACADEMIC-CALENDER-6th-to-10th...pdf,404,unknown
https://pragyaschoolgulabpura.com,https://wp.eschoolapp.in/pragyagulabpura/wp-content/uploads/2019/06/IMG-20200514-WA0008-300x127.jpg,0,unknown
http://pragyacollege.com,https://pragyacollege.com/xmlrpc.php,405,unknown
http://pragyaschool.com,http://pragyaschool.com%20/wp-content/uploads/2024/05/result-commerce-scaled.webp,0,unknown
http://pragyaschool.com,http://pragyaschool.com%20/wp-content/uploads/2024/05/result-commerce-scaled.webp,0,unknown
http://pragyaschool.com,http://pragyaschool.com%20/wp-content/uploads/2024/05/result-commerce-scaled.webp,0,unknown
http://pragyaschool.com,http://pragyaschool.com%20/wp-content/uploads/2024/05/result-commerce-scaled.webp,0,unknown
http://premghan.com,https://premghan.com/xmlrpc.php,405,unknown
http://premghan.com,http://premghan.com/%3Cbr%20/%3E%3Cb%3EWarning%3C/b%3E:%20%20Trying%20to%20access%20array%20offset%20on%20value%20of%20type%20bool%20in%20%3Cb%3E/home/u995397347/domains/premghan.com/public_html/wp-content/themes/gardenia-child/page-templates/front-page.php%3C/b%3E%20on%20line%20%3Cb%3E156%3C/b%3E%3Cbr%20/%3E,404,unknown
http://premghan.com,http://premghan.com/jar-products/%3Cbr%20/%3E%3Cb%3EWarning%3C/b%3E:%20%20Trying%20to%20access%20array%20offset%20on%20value%20of%20type%20bool%20in%20%3Cb%3E/home/u995397347/domains/premghan.com/public_html/wp-content/themes/gardenia-child/page-templates/front-page.php%3C/b%3E%20on%20line%20%3Cb%3E156%3C/b%3E%3Cbr%20/%3E,404,unknown
http://pumpkinbox.in,https://wp.eschoolapp.in/pumpkinbox/contact/,0,unknown
http://pumpkinbox.in,https://wp.eschoolapp.in/pumpkinbox/wp-content/uploads/sites/176/2020/12/kisspng-photographic-film-reel-clip-art-movie-film-5a8677564a9cb3.4790317115187618143056.png,0,unknown
http://rainbow.gihshyd.com,http://rainbow.gihshyd.com/,403,unknown
http://rainbowindiaschool.in,http://rainbowindiaschool.in/,0,unknown
http://ranibhabani.com,https://ranibhabani.com/?p=3063,404,unknown
http://ranibhabani.com,https://ranibhabani.com/?p=3067,404,unknown
http://ranibhabani.com,https://ranibhabani.com/?p=3065,404,unknown
http://revatiorganics.in,https://revatiorganics.in/xmlrpc.php,405,unknown
http://revatiorganics.in,https://i0.wp.com/revatiorganics.in/wp-content/uploads/2018/06/professional-business.png?resize=1024%2C261&ssl=1,429,unknown
http://revatiorganics.in,https://i0.wp.com/revatiorganics.in/wp-content/uploads/2018/06/professional-business.png?resize=768%2C196&ssl=1,429,unknown
http://revatiorganics.in,https://i0.wp.com/revatiorganics.in/wp-content/uploads/2018/06/professional-business.png?resize=1025%2C262&ssl=1,429,unknown
http://revatiorganics.in,https://i0.wp.com/wp.eschoolapp.in/revatiorganics/wp-content/uploads/sites/74/2018/06/professional-business.png?resize=1025%2C262,400,unknown
http://rpsajmer.co.in,https://wp.eschoolapp.in/rps/wp-content/uploads/sites/309/2022/11/276007898_7910298092329103_8560451336980817307_n-1024x1024.jpg,0,unknown
http://sairamintschool.com,https://offshorethemes.com/,520,unknown
http://saischooleducation.com,https://play.google.com/store/apps/details?id=com.mrsoft.sse&hl=en,404,unknown
http://saischooleducation.com,https://saischooleducation.com/xmlrpc.php,405,unknown
http://sdinternational.co.in,https://sdinternational.co.in/xmlrpc.php,405,unknown
http://sdpskushinagar.com,https://sdpskushinagar.com/xmlrpc.php,405,unknown
http://seminar.learnatijh.com,http://seminar.learnatijh.com/,0,unknown
http://shramdoot.in,https://shramdoot.in/xmlrpc.php,405,unknown
http://stthomasschooldhakuakhana.org,https://stthomasschooldhakuakhana.org/xmlrpc.php,405,unknown
http://thecrescentschool.co.in,https://thecrescentschool.co.in/xmlrpc.php,405,unknown
http://thelegendschool.in,https://thelegendschool.in/wp-content/uploads/sites/44/2019/05/phone-receiver.png,404,unknown
http://thelegendschool.in,https://thelegendschool.in/wp-content/uploads/sites/44/2019/05/close-envelope.png,404,unknown
http://thelegendschool.in,https://thelegendschool.in/xmlrpc.php,405,unknown
http://thelegendschool.in,https://thelegendschool.in/wp-content/uploads/sites/44/2019/05/facebook-placeholder-for-locate-places-on-maps-1.png,404,unknown
http://thelegendschool.in,http://wp.eschoolapp.in/legend/wp-content/uploads/sites/44/2019/05/giphy-1.gif,0,unknown
http://thelegendschool.in,https://wp.eschoolapp.in/legend/wp-content/uploads/sites/44/2019/05/250.png,0,unknown
http://treehouseplaygroup.net,https://www.fastcompany.com/most-innovative-companies/2012,403,unknown
http://uipsujjain.com,http://uipsujjain.com/,0,unknown
http://universal-arts.in,https://universal-arts.in/xmlrpc.php,405,unknown
http://wp.eschoolapp.in,http://wp.eschoolapp.in/,0,unknown
http://youngartist.in,https://youngartist.in/xmlrpc.php,405,unknown
